Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR20262936,2022-07-16 08:17:36,2022-07-16 07:38:24,1589269,479959238,1589269,302,188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262936/SRR20262936.lite.1,SRX16296775,BR19-09_22dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936545,SAMN29767120,simple,12110,Foot-and-mouth disease virus,BR19-09_22dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,3CA66E101C8AC38CBB503C89F8613FE2,2BE989C367EF0F90B22F325970C16B4E
SRR20262935,2022-07-16 08:17:36,2022-07-16 07:37:55,802352,242310304,802352,302,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262935/SRR20262935.lite.1,SRX16296776,BR19-09_22dpi_21A_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936546,SAMN29767121,simple,12110,Foot-and-mouth disease virus,BR19-09_22dpi_21A_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,E636984D4DEC97DD15681848983404AF,4A421C8EDC4E3FAA016C73EAD2EB78C0
SRR20262934,2022-07-16 08:17:36,2022-07-16 07:37:52,858694,259325588,858694,302,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20262/SRR20262934/SRR20262934.lite.1,SRX16296777,BR19-10_22dpi_13B_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936547,SAMN29767122,simple,12110,Foot-and-mouth disease virus,BR19-10_22dpi_13B_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,BCAA5C17BCBD5578F4CC8BC98DB5CB45,67DDA5BC87F743112425BBB99CD0F603
SRR20262933,2022-07-16 08:17:36,2022-07-16 07:39:14,1392289,420471278,1392289,302,167,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262933/SRR20262933.lite.1,SRX16296778,BR19-10_22dpi_14B_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936548,SAMN29767123,simple,12110,Foot-and-mouth disease virus,BR19-10_22dpi_14B_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,00D455FFD20539A4AC44083E5177C481,1B4442DCEC277D78F7E42D66DD5C66D7
SRR20262931,2022-07-16 08:17:36,2022-07-16 07:38:25,1588893,479845686,1588893,302,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262931/SRR20262931.lite.1,SRX16296779,BR19-10_22dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936549,SAMN29767124,simple,12110,Foot-and-mouth disease virus,BR19-10_22dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,4356474B464D241FF3F56E59FF198682,6529A2B43890CFC22E56497B2D2635EB
SRR20262929,2022-07-16 08:17:36,2022-07-16 07:38:41,908565,274386630,908565,302,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262929/SRR20262929.lite.1,SRX16296781,BR19-10_22dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936551,SAMN29767125,simple,12110,Foot-and-mouth disease virus,BR19-10_22dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,B518E19CD5DDD2A93F0397EE78BF9961,8FEAE10C006AE6F67FEDCDCE6B7B4CA3
SRR20262928,2022-07-16 08:17:36,2022-07-16 07:38:05,759439,229350578,759439,302,71,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262928/SRR20262928.lite.1,SRX16296782,BR19-10_22dpi_21B_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936552,SAMN29767126,simple,12110,Foot-and-mouth disease virus,BR19-10_22dpi_21B_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,52329AB8C5A40FA4D96734CB28519933,5D7381F6E2B7D9DF5EB8DE05BCEE4CFA
SRR20262927,2022-07-16 08:17:36,2022-07-16 07:36:23,218170,65887340,218170,302,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262927/SRR20262927.lite.1,SRX16296783,BR19-11_23dpi_13B_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936553,SAMN29767127,simple,12110,Foot-and-mouth disease virus,BR19-11_23dpi_13B_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,E9398BD6BE352214E98C3BB3AB6100E6,0DC0746C0EC20086BC1D523AD7FC29C5
SRR20262926,2022-07-16 08:17:36,2022-07-16 07:39:03,1657702,500626004,1657702,302,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20262/SRR20262926/SRR20262926.lite.1,SRX16296784,BR19-11_23dpi_14B_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936554,SAMN29767128,simple,12110,Foot-and-mouth disease virus,BR19-11_23dpi_14B_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,BCF92C32EED337D1A285C2D8FD2E78B6,B3325301612CAB20FF16927E7001AE8B
SRR20262925,2022-07-16 08:17:36,2022-07-16 07:39:44,1849977,558693054,1849977,302,220,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262925/SRR20262925.lite.1,SRX16296785,BR19-11_23dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936555,SAMN29767129,simple,12110,Foot-and-mouth disease virus,BR19-11_23dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,58DFFA911ADE02F53C6CD4DF4EBD7D69,3BA8AF138E7454CBCEFC6DAA5BCEA509
SRR20262923,2022-07-16 08:17:36,2022-07-16 07:37:41,457405,138136310,457405,302,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20262/SRR20262923/SRR20262923.lite.1,SRX16296787,BR19-11_23dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936557,SAMN29767130,simple,12110,Foot-and-mouth disease virus,BR19-11_23dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,B188A1CBF4E60E937576D69F4594E731,A34F1BBC1CE7B932F6C5CEB9F5C0E7AD
SRR20262922,2022-07-16 08:17:36,2022-07-16 07:37:38,324366,97958532,324366,302,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262922/SRR20262922.lite.1,SRX16296788,BR19-11_23dpi_21A_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936558,SAMN29767131,simple,12110,Foot-and-mouth disease virus,BR19-11_23dpi_21A_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,BD203B5A88E21B43A9C73B055B3CAE9E,44E8CB20B172AB58C56AA0C2E7BBD5C6
SRR20262921,2022-07-16 08:17:36,2022-07-16 07:37:48,641546,193746892,641546,302,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262921/SRR20262921.lite.1,SRX16296789,BR19-12_23dpi_13A_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936559,SAMN29767132,simple,12110,Foot-and-mouth disease virus,BR19-12_23dpi_13A_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,D3BE7C5E6636EAE20CC75F13D858EDBA,1F6A6B75FDFC5A01DBC1AEDE367F9D01
SRR20262920,2022-07-16 08:17:36,2022-07-16 07:38:42,1997895,603364290,1997895,302,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262920/SRR20262920.lite.1,SRX16296790,BR19-12_23dpi_14A_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936560,SAMN29767133,simple,12110,Foot-and-mouth disease virus,BR19-12_23dpi_14A_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,B49017BC9AA10DBF3784F361C8827B1D,72D389E044291117E331E37257D7038C
SRR20262919,2022-07-16 08:17:36,2022-07-16 07:38:18,1816294,548520788,1816294,302,214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20262/SRR20262919/SRR20262919.lite.1,SRX16296791,BR19-12_23dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936561,SAMN29767134,simple,12110,Foot-and-mouth disease virus,BR19-12_23dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,F4B3913B638B831B05B3D813BA00EE5E,87A3C858B7BCAA7D309AC8BBF382422A
SRR20262918,2022-07-16 08:17:36,2022-07-16 07:38:10,1027200,310214400,1027200,302,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262918/SRR20262918.lite.1,SRX16296792,BR19-12_23dpi_21B_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936562,SAMN29767135,simple,12110,Foot-and-mouth disease virus,BR19-12_23dpi_21B_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,564D6ABCE526A4BE3A151E1D7AF46099,CED0B5D049F76BAC615F90AAE852D0EE
SRR20262917,2022-07-16 08:17:36,2022-07-16 07:37:33,658641,198909582,658641,302,61,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262917/SRR20262917.lite.1,SRX16296793,BR19-33_36dpi_13B_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936563,SAMN29767136,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_13B_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,211F65E9C8664C14A48DEC93D54DA2F3,469BDC23161E27ED34C9C2491C8B6DF7
SRR20262916,2022-07-16 08:21:48,2022-07-16 07:38:48,1849867,558659834,1849867,302,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262916/SRR20262916.lite.1,SRX16296794,BR19-33_36dpi_14A_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936564,SAMN29767137,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_14A_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,45E7B6C866175C5D59F3813C3AF54D34,5268F87B09E3AD3E44745F0942133A7B
SRR20262915,2022-07-16 08:17:36,2022-07-16 07:37:50,729098,220187596,729098,302,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20262/SRR20262915/SRR20262915.lite.1,SRX16296795,BR19-33_36dpi_14B_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936565,SAMN29767138,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_14B_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,1B972370B525FB4C0C40BC1AA0F78121,E650C9C49B15F2A19D90B1E2178E33CD
SRR20262964,2022-07-16 08:17:36,2022-07-16 07:37:12,419390,126655780,419390,302,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20262/SRR20262964/SRR20262964.lite.1,SRX16296796,BR19-33_36dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936566,SAMN29767139,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,515B8D840EA568836F0FE467AF7926E7,B755A5DA48E266E251A2F3357B249A43
SRR20262962,2022-07-16 08:17:35,2022-07-16 07:38:37,1606634,485203468,1606634,302,189,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262962/SRR20262962.lite.1,SRX16296749,BR19-33_36dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936519,SAMN29767140,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,7355DB1E0A5E516C2391B65482281B8F,1D288FBA58CB4D01668F7372AB9F3348
SRR20262961,2022-07-16 08:17:35,2022-07-16 07:38:29,765174,231082548,765174,302,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262961/SRR20262961.lite.1,SRX16296750,BR19-33_36dpi_21B_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936520,SAMN29767141,simple,12110,Foot-and-mouth disease virus,BR19-33_36dpi_21B_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,3EEFD3B72B6173CAA3A7DBDEA11F3AB7,6834E61D7AEEF31235EF34A530143450
SRR20262960,2022-07-16 08:17:35,2022-07-16 07:37:28,449745,135822990,449745,302,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20262/SRR20262960/SRR20262960.lite.1,SRX16296751,BR19-34_36dpi_13A_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936521,SAMN29767142,simple,12110,Foot-and-mouth disease virus,BR19-34_36dpi_13A_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,FBB003399CF3202D404762F3782A7A4B,5BF11E4636A541682D65D513E41E28A8
SRR20262959,2022-07-16 08:17:35,2022-07-16 07:39:27,1864177,562981454,1864177,302,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262959/SRR20262959.lite.1,SRX16296752,BR19-34_36dpi_14A_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936522,SAMN29767143,simple,12110,Foot-and-mouth disease virus,BR19-34_36dpi_14A_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,6C8B94E6C442CD77BF0EA05D0F3BA26C,BC0E3B2769349FA82C900F3243ACFA3E
SRR20262958,2022-07-16 08:17:35,2022-07-16 07:38:19,1567484,473380168,1567484,302,184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262958/SRR20262958.lite.1,SRX16296753,BR19-34_36dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936523,SAMN29767144,simple,12110,Foot-and-mouth disease virus,BR19-34_36dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,8D1D06A6BE1A06C6519D129A6EA02137,5060797B2506467E9F1EAA71955CA8FB
SRR20262957,2022-07-16 08:17:35,2022-07-16 07:37:52,985542,297633684,985542,302,91,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262957/SRR20262957.lite.1,SRX16296754,BR19-34_36dpi_21B_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936524,SAMN29767145,simple,12110,Foot-and-mouth disease virus,BR19-34_36dpi_21B_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,F0938240BE89A93D40EE33783C8F842E,44E46049A2A0C80539D6A0002CE5EEBB
SRR20262914,2022-07-16 08:17:35,2022-07-16 07:38:47,1871360,565150720,1871360,302,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262914/SRR20262914.lite.1,SRX16296755,BR19-35_37dpi_10B_PTON_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936525,SAMN29767146,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_10B_PTON_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,243E1205E5167E80AA51257008CBF7D4,5B674A621B49BEADC6A2923E36AEAF7B
SRR20262913,2022-07-16 08:17:36,2022-07-16 07:37:32,505117,152545334,505117,302,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262913/SRR20262913.lite.1,SRX16296797,BR19-35_37dpi_13A_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936567,SAMN29767147,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_13A_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,A011EBB725AFF557EFE4EC091DC084A1,7AC2DFEBD78C8BAC2651E60D86B3025B
SRR20262912,2022-07-16 08:17:36,2022-07-16 07:38:56,1455495,439559490,1455495,302,172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262912/SRR20262912.lite.1,SRX16296798,BR19-35_37dpi_14B_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936568,SAMN29767148,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_14B_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,043A3E4CB7E45FBB6C972ED0EDD05830,853CDA4E81FD44F5D4869B40A0E67A31
SRR20262911,2022-07-16 08:17:36,2022-07-16 07:37:22,651389,196719478,651389,302,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262911/SRR20262911.lite.1,SRX16296799,BR19-35_37dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936569,SAMN29767149,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,DD19B4E83F80ECC393E94DC5A1B6A91D,C77BAC893550C0083CF3CAB78432FADA
SRR20262909,2022-07-16 08:17:36,2022-07-16 07:39:27,1546055,466908610,1546055,302,185,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262909/SRR20262909.lite.1,SRX16296801,BR19-35_37dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936571,SAMN29767150,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,234947475DF0FF4C3268C93ED2A033D2,5C076021723CE11783FCC7C1BDE5841D
SRR20262908,2022-07-16 08:17:36,2022-07-16 07:37:26,906236,273683272,906236,302,83,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262908/SRR20262908.lite.1,SRX16296802,BR19-35_37dpi_21A_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936572,SAMN29767151,simple,12110,Foot-and-mouth disease virus,BR19-35_37dpi_21A_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,3CC298F4EF33FA8F6AE88123B6966E6D,C80A773805BF1F8624686ED0643395E1
SRR20262907,2022-07-16 08:17:36,2022-07-16 07:39:25,2166845,654387190,2166845,302,256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262907/SRR20262907.lite.1,SRX16296803,BR19-36_37dpi_10A_PTON_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936573,SAMN29767152,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_10A_PTON_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,3A8C99FCFAE16CFF397BB5D4DE9C0C6C,E78B37609B250D23B71C4BC927F4C2E7
SRR20262972,2022-07-16 08:17:36,2022-07-16 07:39:02,1826069,551472838,1826069,302,215,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262972/SRR20262972.lite.1,SRX16296804,BR19-36_37dpi_13B_DSP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936574,SAMN29767153,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_13B_DSP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,B915F806DE1F69171603F4E497925B15,790F3BA77D7A7173685F974DDB74DE62
SRR20262971,2022-07-16 08:17:35,2022-07-16 07:39:24,1628653,491853206,1628653,302,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262971/SRR20262971.lite.1,SRX16296740,BR19-36_37dpi_14A_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936510,SAMN29767154,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14A_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,922095393FDCA88B68BF0447DE9495D8,5C71A6BDF06935570EBA0F29CED4E8B1
SRR20262970,2022-07-16 08:17:35,2022-07-16 07:38:47,1095581,330865462,1095581,302,100,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262970/SRR20262970.lite.1,SRX16296741,BR19-36_37dpi_14B_DSP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936511,SAMN29767155,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,F1DF38C90150E92892C8A5906C1A4657,E4354F4720DC94CA93F36DFB6C41A473
SRR20262969,2022-07-16 08:17:35,2022-07-16 07:38:03,387890,117142780,387890,302,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262969/SRR20262969.lite.1,SRX16296742,BR19-36_37dpi_14B_DSP2_pass1_plaque-1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936512,SAMN29767156,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-1,,,,,,,no,,,,,USDA,SRA1456170,,public,903253FE9D40898714F2D0CD1EE8B289,D2CF8065D383D5F7378DE1BE7E651786
SRR20262968,2022-07-16 08:17:35,2022-07-16 07:38:58,2754902,831980404,2754902,302,290,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262968/SRR20262968.lite.1,SRX16296743,BR19-36_37dpi_14B_DSP2_pass1_plaque-10,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936513,SAMN29767157,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-10,,,,,,,no,,,,,USDA,SRA1456170,,public,BBADD45E93C9FC3232D9FA4546ABD433,F1C1DB59F45CC4CDF66EAC6B17B00C34
SRR20262967,2022-07-16 08:17:35,2022-07-16 07:38:13,1192367,360094834,1192367,302,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262967/SRR20262967.lite.1,SRX16296744,BR19-36_37dpi_14B_DSP2_pass1_plaque-11,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936514,SAMN29767158,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-11,,,,,,,no,,,,,USDA,SRA1456170,,public,B66246D601E1BEE0DECC671DCF7EE3ED,7AB52C595B064BCB106D587CFD66A6E8
